1,4/1/2020,Los Angeles - Adams-Normandie,8,0,0,0,0,0,0
2,4/1/2020,City of Agoura Hills,10,0,0,0,0,0,0
3,4/1/2020,City of Alhambra,13,0,0,0,0,0,0
4,4/1/2020,Unincorporated - Altadena,14,0,0,0,0,0,0
5,4/1/2020,City of Arcadia,12,0,0,0,0,0,0
6,4/1/2020,City of Arcadia,0,0,0,0,0,0,0
7,4/1/2020,Los Angeles - Arleta,7,0,0,0,0,0,0
8,4/1/2020,Unincorporated - Athens-Westmont,13,0,0,0,0,0,0
9,4/1/2020,City of Azusa,7,0,0,0,0,0,0
10,4/1/2020,City of Azusa,0,0,0,0,0,0,0
11,4/1/2020,Los Angeles - Baldwin Hills,13,0,0,0,0,0,0
12,4/1/2020,City of Baldwin Park,3,0,0,0,0,0,0
13,4/1/2020,Los Angeles - Bel Air,12,0,0,0,0,0,0
14,4/1/2020,City of Bell,12,0,0,0,0,0,0
15,4/1/2020,City of Bell Gardens,5,0,0,0,0,0,0
16,4/1/2020,City of Bellflower,23,0,0,0,0,0,0
17,4/1/2020,Los Angeles - Beverly Crest,22,0,0,0,0,0,0
18,4/1/2020,City of Beverly Hills,39,0,0,0,0,0,0
19,4/1/2020,Los Angeles - Beverlywood,15,0,0,0,0,0,0
20,4/1/2020,Los Angeles - Boyle Heights,15,0,0,0,0,0,0
21,4/1/2020,Los Angeles - Brentwood,39,0,0,0,0,0,0
22,4/1/2020,City of Burbank,39,0,0,0,0,0,0
23,4/1/2020,City of Calabasas,13,0,0,0,0,0,0
24,4/1/2020,Los Angeles - Canoga Park,10,0,0,0,0,0,0
25,4/1/2020,Unincorporated - Canyon Country,0,0,0,0,0,0,0
26,4/1/2020,City of Carson,44,0,0,0,0,0,0
27,4/1/2020,Los Angeles - Carthay,17,0,0,0,0,0,0
28,4/1/2020,Unincorporated - Castaic,3,0,0,0,0,0,0
29,4/1/2020,Los Angeles - Central,13,0,0,0,0,0,0
30,4/1/2020,Los Angeles - Century City,17,0,0,0,0,0,0
31,4/1/2020,Los Angeles - Century Palms/Cove,11,0,0,0,0,0,0
32,4/1/2020,City of Cerritos,8,0,0,0,0,0,0
33,4/1/2020,City of Cerritos,0,0,0,0,0,0,0
34,4/1/2020,Los Angeles - Chatsworth,18,0,0,0,0,0,0
35,4/1/2020,Los Angeles - Cheviot Hills,8,0,0,0,0,0,0
36,4/1/2020,City of Claremont,3,0,0,0,0,0,0
37,4/1/2020,City of Claremont,0,0,0,0,0,0,0
38,4/1/2020,Los Angeles - Cloverdale/Cochran,5,0,0,0,0,0,0
39,4/1/2020,City of Compton,19,0,0,0,0,0,0
40,4/1/2020,Los Angeles - Country Club Park,8,0,0,0,0,0,0
41,4/1/2020,City of Covina,9,0,0,0,0,0,0
42,4/1/2020,Los Angeles - Crenshaw District,5,0,0,0,0,0,0
43,4/1/2020,Los Angeles - Crestview,15,0,0,0,0,0,0
44,4/1/2020,City of Cudahy,8,0,0,0,0,0,0
45,4/1/2020,City of Culver City,17,0,0,0,0,0,0
46,4/1/2020,Los Angeles - Del Rey,17,0,0,0,0,0,0
47,4/1/2020,Los Angeles - Del Rey,0,0,0,0,0,0,0
48,4/1/2020,City of Diamond Bar,6,0,0,0,0,0,0
49,4/1/2020,City of Downey,37,0,0,0,0,0,0
50,4/1/2020,Los Angeles - Downtown,15,0,0,0,0,0,0
51,4/1/2020,City of Duarte,0,0,0,0,0,0,0
52,4/1/2020,City of Duarte,0,0,0,0,0,0,0
53,4/1/2020,Los Angeles - Eagle Rock,11,0,0,0,0,0,0
54,4/1/2020,Los Angeles - East Hollywood,12,0,0,0,0,0,0
55,4/1/2020,Unincorporated - East Los Angeles,16,0,0,0,0,0,0
56,4/1/2020,Los Angeles - Echo Park,6,0,0,0,0,0,0
57,4/1/2020,City of El Monte,6,0,0,0,0,0,0
58,4/1/2020,City of El Monte,0,0,0,0,0,0,0
59,4/1/2020,City of El Segundo,0,0,0,0,0,0,0
60,4/1/2020,Los Angeles - El Sereno,4,0,0,0,0,0,0
61,4/1/2020,Los Angeles - Encino,32,0,0,0,0,0,0
62,4/1/2020,Los Angeles - Exposition Park,8,0,0,0,0,0,0
63,4/1/2020,Los Angeles - Florence-Firestone,14,0,0,0,0,0,0
64,4/1/2020,Los Angeles - Florence-Firestone,19,0,0,0,0,0,0
65,4/1/2020,City of Gardena,14,0,0,0,0,0,0
66,4/1/2020,Los Angeles - Glassell Park,16,0,0,0,0,0,0
67,4/1/2020,City of Glendale,86,0,0,0,0,0,0
68,4/1/2020,City of Glendora,7,0,0,0,0,0,0
69,4/1/2020,City of Glendora,0,0,0,0,0,0,0
70,4/1/2020,Los Angeles - Gramercy Place,0,0,0,0,0,0,0
71,4/1/2020,Los Angeles - Granada Hills,14,0,0,0,0,0,0
72,4/1/2020,Los Angeles - Green Meadows,8,0,0,0,0,0,0
73,4/1/2020,Unincorporated - Hacienda Heights,8,0,0,0,0,0,0
74,4/1/2020,Los Angeles - Hancock Park,33,0,0,0,0,0,0
75,4/1/2020,Los Angeles - Harbor City,7,0,0,0,0,0,0
76,4/1/2020,Los Angeles - Harbor Gateway,9,0,0,0,0,0,0
77,4/1/2020,Los Angeles - Harbor Gateway,0,0,0,0,0,0,0
78,4/1/2020,Los Angeles - Harvard Heights,5,0,0,0,0,0,0
79,4/1/2020,Los Angeles - Harvard Park,4,0,0,0,0,0,0
80,4/1/2020,City of Hawthorne,22,0,0,0,0,0,0
81,4/1/2020,City of Hawthorne,0,0,0,0,0,0,0
82,4/1/2020,City of Hermosa Beach,12,0,0,0,0,0,0
83,4/1/2020,Los Angeles - Highland Park,9,0,0,0,0,0,0
84,4/1/2020,Los Angeles - Historic Filipinotown,5,0,0,0,0,0,0
85,4/1/2020,Los Angeles - Hollywood,67,0,0,0,0,0,0
86,4/1/2020,Los Angeles - Hollywood Hills,32,0,0,0,0,0,0
87,4/1/2020,City of Huntington Park,13,0,0,0,0,0,0
88,4/1/2020,Los Angeles - Hyde Park,8,0,0,0,0,0,0
89,4/1/2020,City of Inglewood,37,0,0,0,0,0,0
90,4/1/2020,Los Angeles - Koreatown,18,0,0,0,0,0,0
91,4/1/2020,City of La Canada Flintridge,8,0,0,0,0,0,0
92,4/1/2020,City of La Mirada,9,0,0,0,0,0,0
93,4/1/2020,City of La Puente,6,0,0,0,0,0,0
94,4/1/2020,City of La Verne,2,0,0,0,0,0,0
95,4/1/2020,City of La Verne,0,0,0,0,0,0,0
96,4/1/2020,Unincorporated - Ladera Heights,5,0,0,0,0,0,0
97,4/1/2020,Los Angeles - Lake Balboa,14,0,0,0,0,0,0
98,4/1/2020,Los Angeles - Lakeview Terrace,6,0,0,0,0,0,0
99,4/1/2020,City of Lakewood,18,0,0,0,0,0,0
100,4/1/2020,City of Lakewood,0,0,0,0,0,0,0
101,4/1/2020,City of Lancaster,32,0,0,0,0,0,0
102,4/1/2020,City of Lawndale,7,0,0,0,0,0,0
103,4/1/2020,Los Angeles - Leimert Park,7,0,0,0,0,0,0
104,4/1/2020,Unincorporated - Lennox,8,0,0,0,0,0,0
105,4/1/2020,Los Angeles - Lincoln Heights,5,0,0,0,0,0,0
106,4/1/2020,Los Angeles - Little Bangladesh,8,0,0,0,0,0,0
107,4/1/2020,City of Lomita,0,0,0,0,0,0,0
108,4/1/2020,Long Beach,133,0,0,0,0,0,0
109,4/1/2020,Long Beach,0,0,0,0,0,0,0
110,4/1/2020,Los Angeles - Los Feliz,14,0,0,0,0,0,0
111,4/1/2020,City of Lynwood,20,0,0,0,0,0,0
112,4/1/2020,City of Lynwood,0,0,0,0,0,0,0
113,4/1/2020,City of Malibu,0,0,0,0,0,0,0
114,4/1/2020,City of Manhattan Beach,41,0,0,0,0,0,0
115,4/1/2020,Los Angeles - Mar Vista,18,0,0,0,0,0,0
116,4/1/2020,Unincorporated - Marina del Rey,5,0,0,0,0,0,0
117,4/1/2020,Los Angeles - Marina Peninsula,6,0,0,0,0,0,0
118,4/1/2020,City of Maywood,8,0,0,0,0,0,0
119,4/1/2020,Los Angeles - Melrose,104,0,0,0,0,0,0
120,4/1/2020,Los Angeles - Mid-city,13,0,0,0,0,0,0
121,4/1/2020,Los Angeles - Miracle Mile,12,0,0,0,0,0,0
122,4/1/2020,Los Angeles - Miracle Mile,0,0,0,0,0,0,0
123,4/1/2020,Los Angeles - Mission Hills,6,0,0,0,0,0,0
124,4/1/2020,City of Monrovia,7,0,0,0,0,0,0
125,4/1/2020,City of Monrovia,0,0,0,0,0,0,0
126,4/1/2020,City of Montebello,7,0,0,0,0,0,0
127,4/1/2020,City of Monterey Park,9,0,0,0,0,0,0
128,4/1/2020,Los Angeles - Mt. Washington,0,0,0,0,0,0,0
129,4/1/2020,Los Angeles - North Hills,11,0,0,0,0,0,0
130,4/1/2020,Los Angeles - North Hollywood,45,0,0,0,0,0,0
